measure_name,state_name,subpopulation,value,source
Cancer,Minnesota,Multiracial,4,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Nebraska,Multiracial,4,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,South Carolina,Multiracial,5,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Texas,Multiracial,5,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Maryland,Multiracial,5,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,North Dakota,Multiracial,5,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Alaska,Multiracial,5,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Wyoming,Multiracial,5,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Montana,Multiracial,5,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Utah,Multiracial,5,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Utah,Multiracial,5,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,District of Columbia,Multiracial,5,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Michigan,Multiracial,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Massachusetts,Multiracial,6,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Alaska,Multiracial,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,United States,Multiracial,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Hawaii,Multiracial,6,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Colorado,Multiracial,6,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Massachusetts,Multiracial,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Iowa,Multiracial,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Ohio,Multiracial,6,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Colorado,Multiracial,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Wyoming,Multiracial,6,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Georgia,Multiracial,7,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Maryland,Multiracial,7,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Nebraska,Multiracial,7,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Hawaii,Multiracial,7,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Virginia,Multiracial,7,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Vermont,Multiracial,7,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Arkansas,Multiracial,7,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Kentucky,Multiracial,7,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,New York,Multiracial,7,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Minnesota,Multiracial,7,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Pennsylvania,Multiracial,7,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Oklahoma,Multiracial,7,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Maine,Multiracial,7,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Arizona,Multiracial,7,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Illinois,Multiracial,7,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Washington,Multiracial,7,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Florida,Multiracial,8,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Rhode Island,Multiracial,8,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Washington,Multiracial,8,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Nebraska,Multiracial,8,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Arizona,Multiracial,8,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Indiana,Multiracial,8,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Tennessee,Multiracial,8,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Arizona,Multiracial,8,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Massachusetts,Multiracial,8,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,California,Multiracial,8,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Montana,Multiracial,8,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Kansas,Multiracial,8,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Minnesota,Multiracial,8,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,North Carolina,Multiracial,8,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Delaware,Multiracial,8,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Washington,Multiracial,8,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Rhode Island,Multiracial,8,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Alabama,Multiracial,9,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Georgia,Multiracial,9,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,South Carolina,Multiracial,9,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,New Hampshire,Multiracial,9,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,West Virginia,Multiracial,9,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Rhode Island,Multiracial,9,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,South Carolina,Multiracial,9,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Missouri,Multiracial,9,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,California,Multiracial,9,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Louisiana,Multiracial,9,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Delaware,Multiracial,9,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Pennsylvania,Multiracial,9,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Wisconsin,Multiracial,10,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Iowa,Multiracial,10,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,New Mexico,Multiracial,10,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Texas,Multiracial,10,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Connecticut,Multiracial,10,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Wyoming,Multiracial,10,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,United States,Multiracial,10,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Illinois,Multiracial,10,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Kansas,Multiracial,10,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Maryland,Multiracial,10,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Virginia,Multiracial,10,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Utah,Multiracial,10,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,New Hampshire,Multiracial,10,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Michigan,Multiracial,10,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Ohio,Multiracial,10,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Oregon,Multiracial,10,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Ohio,Multiracial,10,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Iowa,Multiracial,10,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Montana,Multiracial,10,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Nevada,Multiracial,10,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Oregon,Multiracial,10,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Oregon,Multiracial,11,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Texas,Multiracial,11,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Nevada,Multiracial,11,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Alabama,Multiracial,11,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,United States,Multiracial,11,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Florida,Multiracial,11,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Kentucky,Multiracial,11,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Kansas,Multiracial,11,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,North Carolina,Multiracial,11,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Vermont,Multiracial,11,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Michigan,Multiracial,11,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,New York,Multiracial,11,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Connecticut,Multiracial,12,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Hawaii,Multiracial,12,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Vermont,Multiracial,12,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Oklahoma,Multiracial,12,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,California,Multiracial,12,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Missouri,Multiracial,12,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Maine,Multiracial,12,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,West Virginia,Multiracial,12,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,West Virginia,Multiracial,12,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Connecticut,Multiracial,12,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,New York,Multiracial,13,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Idaho,Multiracial,13,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Arkansas,Multiracial,13,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Idaho,Multiracial,13,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Florida,Multiracial,13,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Delaware,Multiracial,13,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,New Jersey,Multiracial,13,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Indiana,Multiracial,13,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Indiana,Multiracial,13,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Kentucky,Multiracial,14,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,District of Columbia,Multiracial,14,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Maryland,Multiracial,14,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Oklahoma,Multiracial,14,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Utah,Multiracial,14,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Louisiana,Multiracial,14,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,New Jersey,Multiracial,14,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Oklahoma,Multiracial,14,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,New Jersey,Multiracial,14,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Alabama,Multiracial,14,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,New Jersey,Multiracial,14,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,California,Multiracial,14,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Utah,Multiracial,14,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,New Mexico,Multiracial,14,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Mississippi,Multiracial,14,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Maine,Multiracial,14,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Tennessee,Multiracial,15,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,West Virginia,Multiracial,15,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Mississippi,Multiracial,15,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Missouri,Multiracial,15,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Hawaii,Multiracial,15,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Idaho,Multiracial,15,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,New Hampshire,Multiracial,15,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,District of Columbia,Multiracial,16,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Pennsylvania,Multiracial,16,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Florida,Multiracial,16,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,California,Multiracial,16,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Arkansas,Multiracial,16,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Alabama,Multiracial,17,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Hawaii,Multiracial,17,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Tennessee,Multiracial,17,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Washington,Multiracial,17,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Maryland,Multiracial,17,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Utah,Multiracial,18,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Mississippi,Multiracial,18,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Wisconsin,Multiracial,18,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Arkansas,Multiracial,18,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Georgia,Multiracial,18,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Colorado,Multiracial,18,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,New Mexico,Multiracial,18,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,North Carolina,Multiracial,18,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Virginia,Multiracial,18,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Massachusetts,Multiracial,18,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Virginia,Multiracial,18,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Nevada,Multiracial,18,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,California,Multiracial,18,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,District of Columbia,Multiracial,19,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,South Carolina,Multiracial,19,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Rhode Island,Multiracial,19,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,United States,Multiracial,19,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Illinois,Multiracial,19,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Washington,Multiracial,19,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Ohio,Multiracial,19,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Alaska,Multiracial,19,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,New York,Multiracial,19,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Delaware,Multiracial,19,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Connecticut,Multiracial,19,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,North Carolina,Multiracial,19,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Indiana,Multiracial,19,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Connecticut,Multiracial,19,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Virginia,Multiracial,20,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Ohio,Multiracial,20,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Rhode Island,Multiracial,20,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Kentucky,Multiracial,20,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Wyoming,Multiracial,20,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Georgia,Multiracial,20,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Nebraska,Multiracial,20,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,New York,Multiracial,20,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Tennessee,Multiracial,20,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Georgia,Multiracial,20,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Oregon,Multiracial,20,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Washington,Multiracial,20,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Kansas,Multiracial,20,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Maine,Multiracial,20,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Louisiana,Multiracial,20,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Maryland,Multiracial,21,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Arizona,Multiracial,21,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Iowa,Multiracial,21,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Wisconsin,Multiracial,21,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Colorado,Multiracial,21,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Connecticut,Multiracial,21,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,South Carolina,Multiracial,21,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Minnesota,Multiracial,21,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Arizona,Multiracial,21,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Vermont,Multiracial,22,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Idaho,Multiracial,22,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Alaska,Multiracial,22,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Nevada,Multiracial,22,"CDC, Behavioral Risk Factor Surveillance System"
Depression,New York,Multiracial,22,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Massachusetts,Multiracial,22,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Arizona,Multiracial,22,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Nevada,Multiracial,22,"CDC, Behavioral Risk Factor Surveillance System"
Depression,California,Multiracial,22,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Oregon,Multiracial,22,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,North Carolina,Multiracial,22,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Iowa,Multiracial,22,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Hawaii,Multiracial,22,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,North Dakota,Multiracial,22,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,North Dakota,Multiracial,22,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,New Mexico,Multiracial,22,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,New York,Multiracial,23,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Oregon,Multiracial,23,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Texas,Multiracial,23,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Vermont,Multiracial,23,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Alaska,Multiracial,23,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Vermont,Multiracial,23,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Delaware,Multiracial,23,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Montana,Multiracial,23,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Minnesota,Multiracial,23,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,United States,Multiracial,23,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Nevada,Multiracial,23,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Illinois,Multiracial,23,"CDC, Behavioral Risk Factor Surveillance System"
Depression,South Dakota,Multiracial,23,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Connecticut,Multiracial,23,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Mississippi,Multiracial,23,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,United States,Multiracial,23,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Massachusetts,Multiracial,23,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,South Carolina,Multiracial,24,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Illinois,Multiracial,24,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Iowa,Multiracial,24,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Kansas,Multiracial,24,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Michigan,Multiracial,24,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Nebraska,Multiracial,24,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Texas,Multiracial,24,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Kentucky,Multiracial,24,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Nebraska,Multiracial,24,"CDC, Behavioral Risk Factor Surveillance System"
Depression,District of Columbia,Multiracial,25,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Rhode Island,Multiracial,25,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Virginia,Multiracial,25,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Minnesota,Multiracial,25,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Illinois,Multiracial,25,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Hawaii,Multiracial,25,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Colorado,Multiracial,25,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,New Hampshire,Multiracial,25,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Michigan,Multiracial,25,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Texas,Multiracial,25,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Georgia,Multiracial,25,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Florida,Multiracial,25,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,New Hampshire,Multiracial,26,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Florida,Multiracial,26,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Pennsylvania,Multiracial,26,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Pennsylvania,Multiracial,26,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,South Dakota,Multiracial,26,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Colorado,Multiracial,26,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,West Virginia,Multiracial,26,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Idaho,Multiracial,26,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Florida,Multiracial,26,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Arizona,Multiracial,26,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Wisconsin,Multiracial,26,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Oklahoma,Multiracial,26,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Wyoming,Multiracial,26,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Maryland,Multiracial,27,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Delaware,Multiracial,27,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Massachusetts,Multiracial,27,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Wyoming,Multiracial,27,"CDC, Behavioral Risk Factor Surveillance System"
Depression,North Carolina,Multiracial,27,"CDC, Behavioral Risk Factor Surveillance System"
Depression,New Mexico,Multiracial,27,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Indiana,Multiracial,27,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Missouri,Multiracial,27,"CDC, Behavioral Risk Factor Surveillance System"
Depression,United States,Multiracial,27,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Texas,Multiracial,28,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Montana,Multiracial,28,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Kansas,Multiracial,28,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Louisiana,Multiracial,28,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Missouri,Multiracial,28,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Wyoming,Multiracial,28,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Utah,Multiracial,28,"CDC, Behavioral Risk Factor Surveillance System"
Depression,South Carolina,Multiracial,28,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Maine,Multiracial,28,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Pennsylvania,Multiracial,28,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Oklahoma,Multiracial,28,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Nebraska,Multiracial,28,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Alabama,Multiracial,28,"CDC, Behavioral Risk Factor Surveillance System"
Depression,New Jersey,Multiracial,28,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Oklahoma,Multiracial,28,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Michigan,Multiracial,28,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Alaska,Multiracial,28,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Rhode Island,Multiracial,28,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Kentucky,Multiracial,29,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Vermont,Multiracial,29,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Mississippi,Multiracial,30,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Indiana,Multiracial,30,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Wisconsin,Multiracial,30,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Alabama,Multiracial,31,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Kentucky,Multiracial,31,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Ohio,Multiracial,31,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Kansas,Multiracial,31,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Iowa,Multiracial,31,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Tennessee,Multiracial,32,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Louisiana,Multiracial,32,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Alabama,Multiracial,32,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Arkansas,Multiracial,32,"CDC, Behavioral Risk Factor Surveillance System"
